Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,,,,,,,,,,, ,, ,, 
2/6/1989,4,-2,-7,,,,,,,,,,,,,,,
2/7/1989,6,0,-5,,,,,,,,,,,,,,,
2/8/1989,9,4,-1,,,,,,,,,,,,,,,
2/9/1989,11,4,-2,,,,,,,,,,,,,,,
2/10/1989,9,4,-1,,,,,,,,,,,,,,,
2/11/1989,9,4,0,,,,,,,,,,,,,,,
2/12/1989,5,3,1,,,,,,,,,,,,,,,
2/13/1989,4,2,1,,,,,,,,,,,,,,,
2/14/1989,7,2,-3,,,,,,,,,,,,,,,
2/15/1989,8,2,-3,,,,,,,,,,,,,,,
2/16/1989,4,3,2,,,,,,,,,,,,,,,
2/17/1989,6,4,3,,,,,,,,,,,,,,,
2/18/1989,9,6,3,,,,,,,,,,,,,,,
2/19/1989,8,6,4,,,,,,,,,,,,,,,
2/20/1989,11,7,4,,,,,,,,,,,,,,,
2/21/1989,10,7,3,,,,,,,,,,,,,,,
2/22/1989,10,8,6,,,,,,,,,,,,,,,
2/23/1989,11,7,3,,,,,,,,,,,,,,,
2/24/1989,10,5,0,,,,,,,,,,,,,,,
2/25/1989,8,5,2,,,,,,,,,,,,,,,
2/26/1989,6,3,0,,,,,,,,,,,,,,,
2/27/1989,5,3,2,,,,,,,,,,,,,,,
2/28/1989,8,6,3,,,,,,,,,,,,,,,
3/1/1989,3,0,-2,,,,,,,,,,,,,,,
3/2/1989,0,-2,-4,,,,,,,,,,,,,,,
3/3/1989,3,-2,-6,,,,,,,,,,,,,,,
3/4/1989,5,2,-1,,,,,,,,,,,,,,,
3/5/1989,9,6,3,,,,,,,,,,,,,,,
3/6/1989,9,7,2,,,,,,,,,,,,,,,
3/7/1989,9,6,2,,,,,,,,,,,,,,,
3/8/1989,14,9,4,,,,,,,,,,,,,,,
3/9/1989,14,10,6,,,,,,,,,,,,,,,
3/10/1989,12,10,8,,,,,,,,,,,,,,,
3/11/1989,14,11,7,,,,,,,,,,,,,,,
3/12/1989,12,8,5,,,,,,,,,,,,,,,
3/13/1989,8,6,4,,,,,,,,,,,,,,,
3/14/1989,8,6,4,,,,,,,,,,,,,,,
3/15/1989,9,6,2,,,,,,,,,,,,,,,
3/16/1989,8,6,4,,,,,,,,,,,,,,,
3/17/1989,10,7,3,,,,,,,,,,,,,,,
3/18/1989,9,7,6,,,,,,,,,,,,,,,
3/19/1989,11,8,5,,,,,,,,,,,,,,,
3/20/1989,16,8,1,,,,,,,,,,,,,,,
3/21/1989,9,7,5,,,,,,,,,,,,,,,
3/22/1989,11,7,3,,,,,,,,,,,,,,,
3/23/1989,12,8,3,,,,,,,,,,,,,,,
3/24/1989,12,7,3,,,,,,,,,,,,,,,
3/25/1989,9,8,7,,,,,,,,,,,,,,,
3/26/1989,10,8,6,,,,,,,,,,,,,,,
3/27/1989,10,8,6,,,,,,,,,,,,,,,
3/28/1989,10,8,5,,,,,,,,,,,,,,,
3/29/1989,11,7,4,,,,,,,,,,,,,,,
3/30/1989,10,7,3,,,,,,,,,,,,,,,
3/31/1989,9,7,4,,,,,,,,,,,,,,,
4/1/1989,9,7,4,,,,,,,,,,,,,,,
4/2/1989,7,4,2,,,,,,,,,,,,,,,
4/3/1989,11,7,4,,,,,,,,,,,,,,,
4/4/1989,9,7,6,,,,,,,,,,,,,,,
4/5/1989,11,10,9,,,,,,,,,,,,,,,
4/6/1989,14,11,8,,,,,,,,,,,,,,,
4/7/1989,14,11,8,,,,,,,,,,,,,,,
4/8/1989,16,9,3,,,,,,,,,,,,,,,
4/9/1989,20,13,6,,,,,,,,,,,,,,,
4/10/1989,22,16,10,,,,,,,,,,,,,,,
4/11/1989,19,12,6,,,,,,,,,,,,,,,
4/12/1989,19,13,7,,,,,,,,,,,,,,,
4/13/1989,22,14,7,,,,,,,,,,,,,,,
4/14/1989,21,15,9,,,,,,,,,,,,,,,
4/15/1989,15,11,7,,,,,,,,,,,,,,,
4/16/1989,13,8,4,,,,,,,,,,,,,,,
4/17/1989,18,11,5,,,,,,,,,,,,,,,
4/18/1989,19,13,7,,,,,,,,,,,,,,,
4/19/1989,19,15,11,,,,,,,,,,,,,,,
4/20/1989,17,13,9,,,,,,,,,,,,,,,
4/21/1989,15,11,6,,,,,,,,,,,,,,,
4/22/1989,15,10,6,,,,,,,,,,,,,,,
4/23/1989,16,11,6,,,,,,,,,,,,,,,
4/24/1989,18,12,7,,,,,,,,,,,,,,,
4/25/1989,18,13,9,,,,,,,,,,,,,,,
4/26/1989,16,12,9,,,,,,,,,,,,,,,
4/27/1989,17,12,7,,,,,,,,,,,,,,,
4/28/1989,21,14,9,,,,,,,,,,,,,,,
4/29/1989,25,18,12,,,,,,,,,,,,,,,
4/30/1989,27,18,10,,,,,,,,,,,,,,,
5/1/1989,16,14,12,,,,,,,,,,,,,,,
5/2/1989,18,13,9,,,,,,,,,,,,,,,
5/3/1989,22,14,8,,,,,,,,,,,,,,,
5/4/1989,24,17,11,,,,,,,,,,,,,,,
5/5/1989,25,19,13,,,,,,,,,,,,,,,
5/6/1989,24,18,12,,,,,,,,,,,,,,,
5/7/1989,22,18,13,,,,,,,,,,,,,,,
5/8/1989,19,14,9,,,,,,,,,,,,,,,
5/9/1989,14,11,9,,,,,,,,,,,,,,,
5/10/1989,15,11,7,,,,,,,,,,,,,,,
5/11/1989,16,10,4,,,,,,,,,,,,,,,
5/12/1989,17,12,7,,,,,,,,,,,,,,,
5/13/1989,21,13,6,,,,,,,,,,,,,,,
5/14/1989,23,16,8,,,,,,,,,,,,,,,
5/15/1989,24,17,10,,,,,,,,,,,,,,,
5/16/1989,18,14,11,,,,,,,,,,,,,,,
5/17/1989,12,9,7,,,,,,,,,,,,,,,
5/18/1989,14,10,6,,,,,,,,,,,,,,,
5/19/1989,14,11,8,,,,,,,,,,,,,,,
5/20/1989,18,13,8,,,,,,,,,,,,,,,
5/21/1989,16,11,6,,,,,,,,,,,,,,,
5/22/1989,17,13,9,,,,,,,,,,,,,,,
5/23/1989,15,11,7,,,,,,,,,,,,,,,
5/24/1989,16,12,7,,,,,,,,,,,,,,,
5/25/1989,17,12,8,,,,,,,,,,,,,,,
5/26/1989,14,12,10,,,,,,,,,,,,,,,
5/27/1989,14,11,8,,,,,,,,,,,,,,,
5/28/1989,11,9,8,,,,,,,,,,,,,,,
5/29/1989,17,13,9,,,,,,,,,,,,,,,
5/30/1989,17,14,11,,,,,,,,,,,,,,,
5/31/1989,22,17,11,,,,,,,,,,,,,,,
6/1/1989,26,19,12,,,,,,,,,,,,,,,
6/2/1989,26,19,13,,,,,,,,,,,,,,,
6/3/1989,28,22,16,,,,,,,,,,,,,,,
6/4/1989,31,23,16,,,,,,,,,,,,,,,
6/5/1989,28,21,14,,,,,,,,,,,,,,,
6/6/1989,21,16,12,,,,,,,,,,,,,,,
6/7/1989,24,17,9,,,,,,,,,,,,,,,
6/8/1989,19,14,11,,,,,,,,,,,,,,,
6/9/1989,16,13,10,,,,,,,,,,,,,,,
6/10/1989,23,16,9,,,,,,,,,,,,,,,
6/11/1989,28,19,11,,,,,,,,,,,,,,,
6/12/1989,22,17,11,,,,,,,,,,,,,,,
6/13/1989,22,18,13,,,,,,,,,,,,,,,
6/14/1989,19,17,14,,,,,,,,,,,,,,,
6/15/1989,18,14,11,,,,,,,,,,,,,,,
6/16/1989,20,16,11,,,,,,,,,,,,,,,
6/17/1989,18,14,11,,,,,,,,,,,,,,,
6/18/1989,19,16,12,,,,,,,,,,,,,,,
6/19/1989,17,13,10,,,,,,,,,,,,,,,
6/20/1989,19,14,10,,,,,,,,,,,,,,,
6/21/1989,20,16,11,,,,,,,,,,,,,,,
6/22/1989,22,18,14,,,,,,,,,,,,,,,
6/23/1989,28,21,15,,,,,,,,,,,,,,,
6/24/1989,32,23,16,,,,,,,,,,,,,,,
6/25/1989,27,21,16,,,,,,,,,,,,,,,
6/26/1989,20,17,13,,,,,,,,,,,,,,,
6/27/1989,19,15,11,,,,,,,,,,,,,,,
6/28/1989,19,16,12,,,,,,,,,,,,,,,
6/29/1989,17,15,13,,,,,,,,,,,,,,,
6/30/1989,21,17,13,,,,,,,,,,,,,,,
7/1/1989,17,14,12,,,,,,,,,,,,,,,
7/2/1989,18,16,13,,,,,,,,,,,,,,,
7/3/1989,20,16,12,,,,,,,,,,,,,,,
7/4/1989,22,16,11,,,,,,,,,,,,,,,
7/5/1989,23,17,11,,,,,,,,,,,,,,,
7/6/1989,26,19,13,,,,,,,,,,,,,,,
7/7/1989,23,17,12,,,,,,,,,,,,,,,
7/8/1989,19,17,14,,,,,,,,,,,,,,,
7/9/1989,22,18,13,,,,,,,,,,,,,,,
7/10/1989,19,17,14,,,,,,,,,,,,,,,
7/11/1989,26,19,12,,,,,,,,,,,,,,,
7/12/1989,28,21,14,,,,,,,,,,,,,,,
7/13/1989,23,18,13,,,,,,,,,,,,,,,
7/14/1989,23,18,14,,,,,,,,,,,,,,,
7/15/1989,21,17,13,,,,,,,,,,,,,,,
7/16/1989,19,16,13,,,,,,,,,,,,,,,
7/17/1989,24,19,15,,,,,,,,,,,,,,,
7/18/1989,26,21,16,,,,,,,,,,,,,,,
7/19/1989,24,20,16,,,,,,,,,,,,,,,
7/20/1989,21,17,13,,,,,,,,,,,,,,,
7/21/1989,23,18,12,,,,,,,,,,,,,,,
7/22/1989,25,19,13,,,,,,,,,,,,,,,
7/23/1989,26,19,12,,,,,,,,,,,,,,,
7/24/1989,25,18,12,,,,,,,,,,,,,,,
7/25/1989,28,20,13,,,,,,,,,,,,,,,
7/26/1989,23,18,13,,,,,,,,,,,,,,,
7/27/1989,21,18,14,,,,,,,,,,,,,,,
7/28/1989,24,18,12,,,,,,,,,,,,,,,
7/29/1989,24,18,12,,,,,,,,,,,,,,,
7/30/1989,23,19,15,,,,,,,,,,,,,,,
7/31/1989,19,16,13,,,,,,,,,,,,,,,
8/1/1989,21,16,11,,,,,,,,,,,,,,,
8/2/1989,21,16,11,,,,,,,,,,,,,,,
8/3/1989,23,18,14,,,,,,,,,,,,,,,
8/4/1989,25,19,14,,,,,,,,,,,,,,,
8/5/1989,28,20,13,,,,,,,,,,,,,,,
8/6/1989,29,22,16,,,,,,,,,,,,,,,
8/7/1989,28,22,16,,,,,,,,,,,,,,,
8/8/1989,27,21,14,,,,,,,,,,,,,,,
8/9/1989,23,18,13,,,,,,,,,,,,,,,
8/10/1989,23,17,12,,,,,,,,,,,,,,,
8/11/1989,24,18,11,,,,,,,,,,,,,,,
8/12/1989,23,18,14,,,,,,,,,,,,,,,
8/13/1989,24,19,14,,,,,,,,,,,,,,,
8/14/1989,22,18,13,,,,,,,,,,,,,,,
8/15/1989,22,18,13,,,,,,,,,,,,,,,
8/16/1989,19,17,14,,,,,,,,,,,,,,,
8/17/1989,25,19,13,,,,,,,,,,,,,,,
8/18/1989,27,21,14,,,,,,,,,,,,,,,
8/19/1989,20,17,14,,,,,,,,,,,,,,,
8/20/1989,23,19,16,,,,,,,,,,,,,,,
8/21/1989,22,19,16,,,,,,,,,,,,,,,
8/22/1989,22,17,12,,,,,,,,,,,,,,,
8/23/1989,22,18,14,,,,,,,,,,,,,,,
8/24/1989,20,16,12,,,,,,,,,,,,,,,
8/25/1989,23,18,13,,,,,,,,,,,,,,,
8/26/1989,26,19,13,,,,,,,,,,,,,,,
8/27/1989,23,18,13,,,,,,,,,,,,,,,
8/28/1989,22,18,13,,,,,,,,,,,,,,,
8/29/1989,24,18,13,,,,,,,,,,,,,,,
8/30/1989,20,17,13,,,,,,,,,,,,,,,
8/31/1989,20,17,13,,,,,,,,,,,,,,,
9/1/1989,19,16,12,,,,,,,,,,,,,,,
9/2/1989,21,17,13,,,,,,,,,,,,,,,
9/3/1989,23,17,11,,,,,,,,,,,,,,,
9/4/1989,23,17,11,,,,,,,,,,,,,,,
9/5/1989,22,17,11,,,,,,,,,,,,,,,
9/6/1989,25,19,13,,,,,,,,,,,,,,,
9/7/1989,27,19,12,,,,,,,,,,,,,,,
9/8/1989,28,21,14,,,,,,,,,,,,,,,
9/9/1989,28,22,17,,,,,,,,,,,,,,,
9/10/1989,27,19,12,,,,,,,,,,,,,,,
9/11/1989,28,21,14,,,,,,,,,,,,,,,
9/12/1989,28,20,12,,,,,,,,,,,,,,,
9/13/1989,29,21,12,,,,,,,,,,,,,,,
9/14/1989,28,20,13,,,,,,,,,,,,,,,
9/15/1989,24,17,11,,,,,,,,,,,,,,,
9/16/1989,16,13,11,,,,,,,,,,,,,,,
9/17/1989,19,15,11,,,,,,,,,,,,,,,
9/18/1989,21,14,9,,,,,,,,,,,,,,,
9/19/1989,21,14,9,,,,,,,,,,,,,,,
9/20/1989,23,17,11,,,,,,,,,,,,,,,
9/21/1989,26,19,12,,,,,,,,,,,,,,,
9/22/1989,33,22,12,,,,,,,,,,,,,,,
9/23/1989,27,20,13,,,,,,,,,,,,,,,
9/24/1989,28,20,13,,,,,,,,,,,,,,,
9/25/1989,16,13,11,,,,,,,,,,,,,,,
9/26/1989,17,15,13,,,,,,,,,,,,,,,
9/27/1989,20,17,13,,,,,,,,,,,,,,,
9/28/1989,23,18,13,,,,,,,,,,,,,,,
9/29/1989,21,17,12,,,,,,,,,,,,,,,
9/30/1989,17,16,13,,,,,,,,,,,,,,,
10/1/1989,18,15,12,,,,,,,,,,,,,,,
10/2/1989,19,14,10,,,,,,,,,,,,,,,
10/3/1989,20,13,7,,,,,,,,,,,,,,,
10/4/1989,15,11,7,,,,,,,,,,,,,,,
10/5/1989,18,14,12,,,,,,,,,,,,,,,
10/6/1989,16,14,12,,,,,,,,,,,,,,,
10/7/1989,15,12,9,,,,,,,,,,,,,,,
10/8/1989,20,15,10,,,,,,,,,,,,,,,
10/9/1989,22,14,8,,,,,,,,,,,,,,,
10/10/1989,15,13,10,,,,,,,,,,,,,,,
10/11/1989,16,13,11,,,,,,,,,,,,,,,
10/12/1989,15,13,11,,,,,,,,,,,,,,,
10/13/1989,16,13,11,,,,,,,,,,,,,,,
10/14/1989,14,11,7,,,,,,,,,,,,,,,
10/15/1989,14,9,4,,,,,,,,,,,,,,,
10/16/1989,16,10,4,,,,,,,,,,,,,,,
10/17/1989,23,16,8,,,,,,,,,,,,,,,
10/18/1989,16,13,10,,,,,,,,,,,,,,,
10/19/1989,16,11,6,,,,,,,,,,,,,,,
10/20/1989,17,13,9,,,,,,,,,,,,,,,
10/21/1989,14,11,9,,,,,,,,,,,,,,,
10/22/1989,16,12,9,,,,,,,,,,,,,,,
10/23/1989,15,12,10,,,,,,,,,,,,,,,
10/24/1989,14,11,8,,,,,,,,,,,,,,,
10/25/1989,13,11,9,,,,,,,,,,,,,,,
10/26/1989,10,8,6,,,,,,,,,,,,,,,
10/27/1989,12,9,6,,,,,,,,,,,,,,,
10/28/1989,12,9,6,,,,,,,,,,,,,,,
10/29/1989,10,7,3,,,,,,,,,,,,,,,
10/30/1989,8,5,2,,,,,,,,,,,,,,,
10/31/1989,12,9,6,,,,,,,,,,,,,,,
11/1/1989,13,8,3,,,,,,,,,,,,,,,
11/2/1989,9,6,2,,,,,,,,,,,,,,,
11/3/1989,13,10,8,,,,,,,,,,,,,,,
11/4/1989,13,11,9,,,,,,,,,,,,,,,
11/5/1989,12,11,9,,,,,,,,,,,,,,,
11/6/1989,11,10,9,,,,,,,,,,,,,,,
11/7/1989,11,8,6,,,,,,,,,,,,,,,
11/8/1989,13,11,10,,,,,,,,,,,,,,,
11/9/1989,16,14,13,,,,,,,,,,,,,,,
11/10/1989,13,11,9,,,,,,,,,,,,,,,
11/11/1989,9,8,6,,,,,,,,,,,,,,,
11/12/1989,9,7,4,,,,,,,,,,,,,,,
11/13/1989,9,7,5,,,,,,,,,,,,,,,
11/14/1989,9,7,5,,,,,,,,,,,,,,,
11/15/1989,9,6,3,,,,,,,,,,,,,,,
11/16/1989,9,8,7,,,,,,,,,,,,,,,
11/17/1989,9,8,7,,,,,,,,,,,,,,,
11/18/1989,12,9,7,,,,,,,,,,,,,,,
11/19/1989,11,9,8,,,,,,,,,,,,,,,
11/20/1989,12,10,8,,,,,,,,,,,,,,,
11/21/1989,11,7,4,,,,,,,,,,,,,,,
11/22/1989,9,7,4,,,,,,,,,,,,,,,
11/23/1989,11,7,4,,,,,,,,,,,,,,,
11/24/1989,-18,6,4,,,,,,,,,,,,,,,
11/25/1989,9,7,4,,,,,,,,,,,,,,,
11/26/1989,9,6,3,,,,,,,,,,,,,,,
11/27/1989,11,7,3,,,,,,,,,,,,,,,
11/28/1989,10,6,1,,,,,,,,,,,,,,,
11/29/1989,11,8,5,,,,,,,,,,,,,,,
11/30/1989,11,7,3,,,,,,,,,,,,,,,
12/1/1989,12,8,3,,,,,,,,,,,,,,,
12/2/1989,9,8,7,,,,,,,,,,,,,,,
12/3/1989,13,11,9,,,,,,,,,,,,,,,
12/4/1989,14,12,11,,,,,,,,,,,,,,,
12/5/1989,12,11,9,,,,,,,,,,,,,,,
12/6/1989,11,9,8,,,,,,,,,,,,,,,
12/7/1989,10,8,7,,,,,,,,,,,,,,,
12/8/1989,10,8,7,,,,,,,,,,,,,,,
12/9/1989,10,7,4,,,,,,,,,,,,,,,
12/10/1989,7,5,3,,,,,,,,,,,,,,,
12/11/1989,6,2,-1,,,,,,,,,,,,,,,
12/12/1989,7,2,-2,,,,,,,,,,,,,,,
12/13/1989,7,4,1,,,,,,,,,,,,,,,
12/14/1989,6,2,-1,,,,,,,,,,,,,,,
12/15/1989,5,2,0,,,,,,,,,,,,,,,
12/16/1989,5,3,1,,,,,,,,,,,,,,,
12/17/1989,4,2,1,,,,,,,,,,,,,,,
12/18/1989,4,3,2,,,,,,,,,,,,,,,
12/19/1989,8,6,3,,,,,,,,,,,,,,,
12/20/1989,9,8,7,,,,,,,,,,,,,,,
12/21/1989,10,8,5,,,,,,,,,,,,,,,
12/22/1989,8,6,4,,,,,,,,,,,,,,,
12/23/1989,11,9,6,,,,,,,,,,,,,,,
12/24/1989,10,8,6,,,,,,,,,,,,,,,
12/25/1989,6,5,4,,,,,,,,,,,,,,,
12/26/1989,4,2,1,,,,,,,,,,,,,,,
12/27/1989,6,2,-1,,,,,,,,,,,,,,,
12/28/1989,7,6,4,,,,,,,,,,,,,,,
12/29/1989,8,6,4,,,,,,,,,,,,,,,
12/30/1989,8,7,6,,,,,,,,,,,,,,,
12/31/1989,9,7,4,,,,,,,,,,,,,,,
1/1/1990,7,5,2,,,,,,,,,,,,,,,
1/2/1990,6,3,1,,,,,,,,,,,,,,,
1/3/1990,7,6,4,,,,,,,,,,,,,,,
1/4/1990,10,8,7,,,,,,,,,,,,,,,
1/5/1990,12,10,7,,,,,,,,,,,,,,,
1/6/1990,11,9,7,,,,,,,,,,,,,,,
1/7/1990,11,9,7,,,,,,,,,,,,,,,
1/8/1990,9,8,6,,,,,,,,,,,,,,,
1/9/1990,12,9,6,,,,,,,,,,,,,,,
1/10/1990,7,4,3,,,,,,,,,,,,,,,
1/11/1990,9,6,2,,,,,,,,,,,,,,,
1/12/1990,10,7,4,,,,,,,,,,,,,,,
1/13/1990,11,8,6,,,,,,,,,,,,,,,
1/14/1990,9,8,7,,,,,,,,,,,,,,,
1/15/1990,-18,7,5,,,,,,,,,,,,,,,
1/16/1990,8,6,4,,,,,,,,,,,,,,,
1/17/1990,9,6,2,,,,,,,,,,,,,,,
1/18/1990,8,3,-2,,,,,,,,,,,,,,,
1/19/1990,9,3,-2,,,,,,,,,,,,,,,
1/20/1990,9,4,0,,,,,,,,,,,,,,,
1/21/1990,8,7,5,,,,,,,,,,,,,,,
1/22/1990,8,7,5,,,,,,,,,,,,,,,
1/23/1990,8,6,3,,,,,,,,,,,,,,,
1/24/1990,8,6,3,,,,,,,,,,,,,,,
1/25/1990,8,6,3,,,,,,,,,,,,,,,
1/26/1990,4,2,0,,,,,,,,,,,,,,,
1/27/1990,-18,6,3,,,,,,,,,,,,,,,
1/28/1990,7,6,4,,,,,,,,,,,,,,,
1/29/1990,6,4,4,,,,,,,,,,,,,,,
1/30/1990,5,3,1,,,,,,,,,,,,,,,
1/31/1990,4,2,1,,,,,,,,,,,,,,,
2/1/1990,7,4,3,,,,,,,,,,,,,,,
2/2/1990,9,7,4,,,,,,,,,,,,,,,
2/3/1990,10,7,3,,,,,,,,,,,,,,,
2/4/1990,7,4,2,,,,,,,,,,,,,,,
2/5/1990,6,4,2,,,,,,,,,,,,,,,
2/6/1990,4,2,1,,,,,,,,,,,,,,,
2/7/1990,4,2,0,,,,,,,,,,,,,,,
2/8/1990,6,4,2,,,,,,,,,,,,,,,
2/9/1990,9,8,6,,,,,,,,,,,,,,,
2/10/1990,10,9,9,,,,,,,,,,,,,,,
2/11/1990,10,6,0,,,,,,,,,,,,,,,
2/12/1990,3,1,-2,,,,,,,,,,,,,,,
2/13/1990,2,0,-3,,,,,,,,,,,,,,,
2/14/1990,1,-3,-6,,,,,,,,,,,,,,,
2/15/1990,2,1,1,,,,,,,,,,,,,,,
2/16/1990,3,1,-1,,,,,,,,,,,,,,,
2/17/1990,-1,-3,-5,,,,,,,,,,,,,,,
2/18/1990,3,-2,-7,,,,,,,,,,,,,,,
2/19/1990,4,-1,-6,,,,,,,,,,,,,,,
2/20/1990,8,4,1,,,,,,,,,,,,,,,
2/21/1990,8,7,5,,,,,,,,,,,,,,,
2/22/1990,10,7,3,,,,,,,,,,,,,,,
2/23/1990,11,6,1,,,,,,,,,,,,,,,
2/24/1990,12,10,8,,,,,,,,,,,,,,,
2/25/1990,11,7,4,,,,,,,,,,,,,,,
2/26/1990,12,8,3,,,,,,,,,,,,,,,
2/27/1990,18,11,4,,,,,,,,,,,,,,,
2/28/1990,18,11,4,,,,,,,,,,,,,,,
3/1/1990,16,9,1,,,,,,,,,,,,,,,
3/2/1990,17,10,2,,,,,,,,,,,,,,,
3/3/1990,11,9,8,,,,,,,,,,,,,,,
3/4/1990,13,9,6,,,,,,,,,,,,,,,
3/5/1990,12,9,7,,,,,,,,,,,,,,,
3/6/1990,8,7,7,,,,,,,,,,,,,,,
3/7/1990,9,6,3,,,,,,,,,,,,,,,
3/8/1990,4,2,1,,,,,,,,,,,,,,,
3/9/1990,8,6,3,,,,,,,,,,,,,,,
3/10/1990,8,4,2,,,,,,,,,,,,,,,
3/11/1990,9,5,1,,,,,,,,,,,,,,,
3/12/1990,10,6,2,,,,,,,,,,,,,,,
3/13/1990,11,6,0,,,,,,,,,,,,,,,
3/14/1990,11,8,4,,,,,,,,,,,,,,,
3/15/1990,14,8,3,,,,,,,,,,,,,,,
3/16/1990,16,10,5,,,,,,,,,,,,,,,
3/17/1990,14,11,9,,,,,,,,,,,,,,,
3/18/1990,15,11,8,,,,,,,,,,,,,,,
3/19/1990,14,11,8,,,,,,,,,,,,,,,
3/20/1990,14,11,8,,,,,,,,,,,,,,,
3/21/1990,15,10,6,,,,,,,,,,,,,,,
3/22/1990,10,7,4,,,,,,,,,,,,,,,
3/23/1990,9,6,3,,,,,,,,,,,,,,,
3/24/1990,13,8,4,,,,,,,,,,,,,,,
3/25/1990,15,11,5,,,,,,,,,,,,,,,
3/26/1990,16,9,2,,,,,,,,,,,,,,,
3/27/1990,17,10,4,,,,,,,,,,,,,,,
3/28/1990,19,12,5,,,,,,,,,,,,,,,
3/29/1990,16,10,4,,,,,,,,,,,,,,,
3/30/1990,9,7,6,,,,,,,,,,,,,,,
3/31/1990,14,11,7,,,,,,,,,,,,,,,
4/1/1990,14,10,6,,,,,,,,,,,,,,,
4/2/1990,14,11,8,,,,,,,,,,,,,,,
4/3/1990,17,11,5,,,,,,,,,,,,,,,
4/4/1990,18,12,6,,,,,,,,,,,,,,,
4/5/1990,19,12,6,,,,,,,,,,,,,,,
4/6/1990,18,12,6,,,,,,,,,,,,,,,
4/7/1990,13,9,5,,,,,,,,,,,,,,,
4/8/1990,12,9,6,,,,,,,,,,,,,,,
4/9/1990,14,9,5,,,,,,,,,,,,,,,
4/10/1990,20,12,5,,,,,,,,,,,,,,,
4/11/1990,16,12,9,,,,,,,,,,,,,,,
4/12/1990,14,10,7,,,,,,,,,,,,,,,
4/13/1990,12,11,9,,,,,,,,,,,,,,,
4/14/1990,17,13,11,,,,,,,,,,,,,,,
4/15/1990,22,14,8,,,,,,,,,,,,,,,
4/16/1990,25,18,11,,,,,,,,,,,,,,,
4/17/1990,13,11,10,,,,,,,,,,,,,,,
4/18/1990,14,11,8,,,,,,,,,,,,,,,
4/19/1990,14,11,9,,,,,,,,,,,,,,,
4/20/1990,13,12,10,,,,,,,,,,,,,,,
4/21/1990,14,11,8,,,,,,,,,,,,,,,
4/22/1990,13,10,8,,,,,,,,,,,,,,,
4/23/1990,12,10,8,,,,,,,,,,,,,,,
4/24/1990,14,10,7,,,,,,,,,,,,,,,
4/25/1990,13,10,7,,,,,,,,,,,,,,,
4/26/1990,10,8,6,,,,,,,,,,,,,,,
4/27/1990,8,7,6,,,,,,,,,,,,,,,
4/28/1990,13,9,5,,,,,,,,,,,,,,,
4/29/1990,15,11,7,,,,,,,,,,,,,,,
4/30/1990,18,11,5,,,,,,,,,,,,,,,
5/1/1990,16,11,7,,,,,,,,,,,,,,,
5/2/1990,15,12,10,,,,,,,,,,,,,,,
5/3/1990,21,16,11,,,,,,,,,,,,,,,
5/4/1990,25,17,9,,,,,,,,,,,,,,,
5/5/1990,23,16,9,,,,,,,,,,,,,,,
5/6/1990,13,9,5,,,,,,,,,,,,,,,
5/7/1990,13,9,5,,,,,,,,,,,,,,,
5/8/1990,17,11,4,,,,,,,,,,,,,,,
5/9/1990,21,14,8,,,,,,,,,,,,,,,
5/10/1990,14,11,9,,,,,,,,,,,,,,,
5/11/1990,16,12,9,,,,,,,,,,,,,,,
5/12/1990,15,12,9,,,,,,,,,,,,,,,
5/13/1990,13,10,8,,,,,,,,,,,,,,,
5/14/1990,14,10,7,,,,,,,,,,,,,,,
5/15/1990,14,11,7,,,,,,,,,,,,,,,
5/16/1990,16,12,8,,,,,,,,,,,,,,,
5/17/1990,16,12,8,,,,,,,,,,,,,,,
5/18/1990,15,11,8,,,,,,,,,,,,,,,
5/19/1990,18,13,8,,,,,,,,,,,,,,,
5/20/1990,15,12,9,,,,,,,,,,,,,,,
5/21/1990,19,14,9,,,,,,,,,,,,,,,
5/22/1990,17,13,11,,,,,,,,,,,,,,,
5/23/1990,13,11,9,,,,,,,,,,,,,,,
5/24/1990,16,11,7,,,,,,,,,,,,,,,
5/25/1990,18,12,7,,,,,,,,,,,,,,,
5/26/1990,18,12,7,,,,,,,,,,,,,,,
5/27/1990,18,15,12,,,,,,,,,,,,,,,
5/28/1990,20,16,12,,,,,,,,,,,,,,,
5/29/1990,18,14,10,,,,,,,,,,,,,,,
5/30/1990,21,16,10,,,,,,,,,,,,,,,
5/31/1990,13,11,9,,,,,,,,,,,,,,,
6/1/1990,14,11,9,,,,,,,,,,,,,,,
6/2/1990,19,14,10,,,,,,,,,,,,,,,
6/3/1990,16,13,9,,,,,,,,,,,,,,,
6/4/1990,17,12,8,,,,,,,,,,,,,,,
6/5/1990,19,14,9,,,,,,,,,,,,,,,
6/6/1990,16,14,12,,,,,,,,,,,,,,,
6/7/1990,18,14,10,,,,,,,,,,,,,,,
6/8/1990,19,15,11,,,,,,,,,,,,,,,
6/9/1990,15,12,10,,,,,,,,,,,,,,,
6/10/1990,14,11,8,,,,,,,,,,,,,,,
6/11/1990,16,13,10,,,,,,,,,,,,,,,
6/12/1990,16,13,10,,,,,,,,,,,,,,,
6/13/1990,19,14,10,,,,,,,,,,,,,,,
6/14/1990,24,18,11,,,,,,,,,,,,,,,
6/15/1990,21,16,11,,,,,,,,,,,,,,,
6/16/1990,17,14,11,,,,,,,,,,,,,,,
